COD_COMPRA,NOM_CLIENTE,VLR_COMPRA,DAT_COMPRA,BY_INTERNET
702002,Ishmael Duffy,1213.03,2013-10-16 03:01:07,1
702003,Jordan Burch,9245.73,2012-11-13 07:53:53,1
702004,Mohammad Contreras,7081.53,2012-11-08 21:46:32,1
702005,Zelenia Holman,5272.69,2015-06-17 19:01:08,0
702006,Kevyn Harding,2901.55,2015-04-20 17:45:32,1
702007,Acton Gilmore,2779.55,2012-05-23 12:03:21,1
702008,Alfonso Donaldson,7475.73,2015-03-06 04:28:24,0
702009,Coby Gillespie,5065.45,2013-10-13 05:22:38,0
702010,Imelda Burgess,7830.38,2015-02-01 08:29:32,0
702011,Axel Gay,2779.70,2014-12-01 13:59:33,1
702012,Hope Barrett,8900.56,2013-09-28 14:19:42,1
702013,Yuli Bowman,7768.86,2011-06-07 00:22:58,0
702014,Chastity Snow,2248.75,2011-07-17 10:25:45,1
702015,Nissim Morton,6263.36,2018-02-07 07:16:45,1
702016,Denton Jarvis,5932.57,2010-12-28 15:10:28,0
702017,Imogene Lawrence,5025.78,2015-06-28 07:48:22,0
702018,Nelle Tate,8747.04,2015-01-17 04:54:15,1
702019,Ferdinand Petersen,2780.65,2014-08-18 14:26:46,0
702020,Rooney Irwin,8425.32,2014-06-18 12:16:50,1
702021,Brody Hinton,7687.97,2017-10-19 03:11:09,0
702022,Neil Espinoza,6951.86,2014-01-15 06:22:59,1
702023,Maya Finley,4384.30,2017-03-25 10:52:50,0
702024,Nevada Valenzuela,3238.25,2016-07-23 11:10:54,0
702025,Elliott Mcdowell,2645.76,2015-08-07 21:38:24,0
702026,Daquan Barton,8552.11,2010-07-07 15:24:18,1
702027,Alma Kidd,6031.18,2012-09-23 16:53:05,0
702028,Kuame Randolph,5374.35,2014-11-13 18:51:54,0
702029,Candace Bernard,7994.43,2012-09-21 23:18:56,0
702030,Shay Franco,6313.71,2011-12-17 03:56:50,0
702031,Tad Parsons,705.52,2012-02-12 10:18:17,1
702032,Winter Wilcox,1957.43,2011-08-10 13:57:30,1
702033,Jermaine Vincent,5719.90,2011-06-29 10:51:30,0
702034,Athena Wise,8961.32,2011-07-23 11:17:47,1
702035,Sybill Carter,149.93,2012-09-20 06:54:08,1
702036,Portia Odom,837.78,2015-03-06 06:45:21,1
702037,Selma Boyle,3855.63,2013-12-25 23:21:51,0
702038,Vernon Marks,957.70,2015-11-24 12:02:39,1
702039,Damian Mays,8392.82,2013-08-25 05:49:00,1
702040,Adrienne Neal,3141.55,2014-12-28 03:20:27,1
702041,Amity Head,9270.72,2014-02-17 20:58:48,0
702042,Quin Davenport,2009.84,2014-01-11 01:25:29,0
702043,Wesley Dennis,5320.71,2011-06-09 10:31:46,0
702044,Winifred Wilkins,7551.63,2015-02-13 20:20:59,0
702045,Kim Benjamin,6286.17,2013-12-08 06:31:56,1
702046,Len Espinoza,4753.57,2014-05-30 12:10:40,0
702047,Clarke Peterson,2105.91,2014-12-04 08:41:56,1
702048,Camilla Owens,7159.67,2012-01-27 18:40:51,0
702049,Tyrone Meadows,5126.91,2011-11-08 11:54:17,0
702050,Alfonso Moran,4771.91,2016-06-02 00:22:12,0
702051,Andrew Cain,3393.25,2014-02-17 14:23:11,1
702052,Nichole Clayton,7617.10,2015-08-19 14:39:58,1
702053,Beatrice Jensen,682.65,2012-06-18 05:20:34,1
702054,Driscoll Marsh,3254.31,2015-12-26 02:35:43,1
702055,Ashton Lamb,7798.86,2015-04-25 17:22:13,0
702056,Neville Olson,5194.17,2012-08-08 05:03:57,1
702057,Octavius Love,2106.23,2017-06-27 06:17:06,0
702058,Kylee Contreras,4927.01,2015-12-15 06:54:22,1
702059,Urielle Garner,9469.81,2012-01-10 22:01:06,1
702060,Kylee Rollins,6101.71,2012-07-29 06:24:41,1
702061,Keaton Snyder,8534.00,2011-10-10 18:27:26,1
702062,Vernon Moss,8799.78,2018-03-03 15:25:35,1
702063,Harding Hickman,8709.30,2015-02-05 14:59:01,1
702064,Zelda Petersen,3908.93,2016-02-14 15:59:26,0
702065,Sharon Dodson,2381.16,2011-05-29 09:35:33,1
702066,Amery Mcdowell,3222.96,2012-12-06 16:10:09,1
702067,Yardley Sears,1801.62,2017-09-24 01:08:30,0
702068,Slade Guerra,8143.84,2014-02-14 20:14:19,1
702069,Quincy Hinton,7702.44,2011-09-24 14:13:40,0
702070,Lyle Parks,5540.16,2010-05-24 08:28:47,0
702071,Ronan Byrd,140.99,2010-09-21 08:39:39,0
702072,Hiroko Green,9507.11,2014-12-10 03:06:10,0
702073,Fiona Dunlap,319.39,2012-09-16 05:02:30,0
702074,Edan Wilcox,1147.26,2010-07-11 10:47:10,0
702075,Yuli Ramsey,112.11,2012-01-06 20:22:49,0
702076,Kaitlin Simon,7125.25,2010-08-27 15:37:49,0
702077,Caesar Sparks,7071.12,2015-08-28 15:04:02,0
702078,Quamar Ramsey,4230.56,2016-10-25 21:42:42,0
702079,Camden Bradley,9760.65,2011-11-10 14:36:50,1
702080,Hilda Morrow,4755.57,2014-09-30 09:29:05,0
702081,Maite Strong,7015.34,2016-08-16 23:40:20,1
702082,Ingrid Battle,3852.21,2013-03-20 03:21:52,0
702083,Ray Rowe,4830.20,2010-05-03 19:18:52,0
702084,Quamar Cleveland,2594.04,2017-05-19 15:18:37,0
702085,Veronica Lee,9577.68,2014-06-09 11:59:16,1
702086,Blaze Durham,1495.45,2010-12-28 01:37:52,1
702087,Ciara Nolan,7026.11,2013-02-22 20:51:13,0
702088,Ray Spears,8800.79,2013-06-07 23:44:02,1
702089,Magee Fuentes,2981.45,2014-10-02 21:21:27,1
702090,Dakota Osborne,119.09,2013-11-12 18:40:44,1
702091,Wyatt Lopez,4550.86,2014-10-13 21:44:02,0
702092,Helen Schmidt,2031.94,2014-12-26 23:13:44,1
702093,Basia Bond,738.02,2015-11-18 16:10:53,1
702094,Preston Atkinson,7704.85,2010-09-02 11:50:58,1
702095,Kenyon Hampton,1744.69,2016-01-18 08:48:11,1
702096,Sybill Shannon,8478.84,2012-11-18 04:45:14,0
702097,May Oneil,9049.10,2018-03-30 21:56:21,0
702098,Diana Mcneil,4929.65,2012-01-28 10:39:44,0
702099,Charles Hester,3682.99,2013-11-21 09:24:17,0
702100,Ryder Bowers,326.28,2015-02-20 02:12:42,1
702101,Jonah Ford,4822.87,2013-03-31 09:10:28,0
702102,Adara Holder,7934.75,2014-05-04 07:53:10,0
702103,Zephania Bailey,4104.67,2015-05-30 18:07:03,1
702104,Lance Burt,6453.71,2018-02-16 09:48:14,1
702105,Brynn King,1628.82,2012-03-17 23:12:05,0
702106,Megan Vang,2834.20,2017-10-16 05:39:30,1
702107,Yasir Hahn,6132.45,2014-10-28 07:32:14,0
702108,Murphy Bean,2363.26,2011-01-10 20:56:53,1
702109,Quinn Boyle,9194.30,2017-04-24 23:56:01,0
702110,Rajah Tate,4487.08,2015-01-17 13:15:22,0
702111,Jenna Preston,5190.31,2016-01-10 16:46:35,1
702112,Inga Grant,6146.95,2011-11-28 18:34:45,1
702113,Dolan Langley,4911.53,2015-10-01 13:51:37,0
702114,Gavin Sweet,8767.26,2013-08-13 20:35:05,0
702115,Lila Ratliff,4940.03,2013-03-24 00:00:54,0
702116,Lareina Delacruz,9620.64,2016-01-23 22:08:31,0
702117,Hoyt Hanson,3664.92,2017-05-27 23:15:42,1
702118,Debra Nguyen,803.63,2017-07-17 06:35:21,0
702119,Dustin Figueroa,5885.58,2011-06-29 19:48:24,1
702120,Declan Wilson,9979.44,2014-05-25 15:43:05,0
702121,Gannon Wall,4154.61,2017-11-22 17:37:12,0
702122,Serena Schultz,6354.06,2011-07-06 08:30:14,1
702123,Barrett Bass,1055.36,2013-05-10 10:24:38,1
702124,Jacqueline Page,6665.31,2018-03-01 09:41:28,0
702125,Yeo Haley,156.88,2016-01-04 22:41:50,0
702126,Althea Pearson,6349.67,2015-08-02 23:17:16,1
702127,Ray Benton,1570.86,2012-09-13 14:12:10,0
702128,Brenden Gill,5826.75,2015-05-08 10:11:05,1
702129,Preston Phelps,8855.64,2017-04-17 13:10:34,0
702130,Alvin Hurley,4043.25,2011-01-30 13:23:49,0
702131,Christine Hooper,2282.03,2014-10-10 13:07:00,1
702132,Arsenio Lambert,3911.30,2011-03-03 05:46:33,0
702133,Justine Hood,2162.96,2016-09-28 19:30:27,0
702134,Lesley Velez,4322.12,2010-11-14 20:14:02,1
702135,Ronan Mooney,6856.49,2013-05-02 02:19:15,0
702136,Venus Calderon,7537.81,2016-12-23 14:12:13,0
702137,Ahmed Guerra,9365.55,2011-07-05 17:56:08,1
702138,Gisela Nunez,6654.50,2013-12-30 08:21:39,0
702139,Amela Walsh,4266.20,2017-10-14 23:22:40,1
702140,Sandra Calhoun,8596.50,2015-02-11 23:28:23,0
702141,Serina Mullen,3432.81,2016-11-18 11:56:41,1
702142,Beau Kaufman,4437.97,2014-01-22 03:21:27,0
702143,Colette Workman,6158.77,2018-03-22 23:02:19,0
702144,Lillith Ortega,5252.52,2013-12-15 11:41:10,1
702145,Elmo Miranda,7342.27,2012-09-02 19:03:32,1
702146,Leah Jordan,7367.76,2011-05-27 10:00:07,1
702147,Herrod Lee,7856.17,2012-05-19 13:31:32,0
702148,Marvin Key,7236.38,2017-03-18 10:00:36,0
702149,Latifah Watkins,293.37,2013-04-30 04:38:43,1
702150,Tyler Holder,3897.68,2013-03-16 04:45:27,0
702151,Daphne Maxwell,9480.89,2014-12-19 20:28:30,0
702152,Eve Tanner,8655.60,2014-06-30 02:39:25,0
702153,Daria Bowman,8642.82,2017-04-08 07:01:56,1
702154,Garrison Mullen,6388.64,2011-05-30 00:54:35,0
702155,Abraham Cooke,4038.15,2012-04-14 19:29:04,1
702156,Halee Macias,6659.25,2012-10-28 12:17:29,0
702157,Dawn Kim,9597.48,2016-09-27 23:14:58,0
702158,Joseph Martinez,9819.39,2012-08-23 05:02:50,0
702159,Perry Blair,31.10,2014-02-24 18:09:59,1
702160,Thaddeus Hicks,9480.20,2012-12-03 21:33:34,0
702161,Sloane Nelson,1019.10,2018-03-07 17:00:39,1
702162,Hop Bray,112.97,2015-05-29 07:16:03,0
702163,Georgia House,7195.87,2014-10-14 06:45:03,0
702164,Ethan Hinton,6903.49,2015-10-02 07:32:43,1
702165,Hoyt Foley,7412.93,2012-05-12 14:22:06,0
702166,Raven Melendez,1824.27,2014-01-26 04:58:38,1
702167,Moses Huber,1403.29,2012-09-24 10:26:53,1
702168,Charissa Cunningham,1578.27,2015-05-12 08:08:23,0
702169,Carlos Dillon,5600.15,2015-09-29 11:43:54,0
702170,Uta Holland,1504.82,2014-06-20 05:55:26,1
702171,Judith Cardenas,9243.51,2010-12-11 15:49:23,1
702172,Winter Oconnor,6278.51,2014-01-10 02:59:02,0
702173,Jessica Bolton,4331.33,2017-04-15 19:23:30,1
702174,Aaron Ewing,6843.01,2011-10-03 16:04:30,0
702175,Camilla Hurley,8869.06,2012-03-09 09:25:37,0
702176,Portia Blankenship,2187.62,2010-08-02 17:35:47,0
702177,Dean King,6808.04,2014-08-02 07:28:55,0
702178,Graham Deleon,4879.54,2012-08-14 23:25:27,1
702179,Hanae Calhoun,9780.96,2016-12-02 19:44:24,0
702180,Logan Mcclain,770.36,2018-02-03 04:57:58,1
702181,Thaddeus Clarke,1171.16,2017-01-27 16:05:26,0
702182,Uta Drake,3478.75,2015-07-10 09:30:52,0
702183,Emerson Barker,6519.47,2012-11-24 02:28:30,1
702184,Shelby Velez,2837.25,2016-06-13 12:51:29,0
702185,Winter Herman,4226.98,2013-07-16 21:54:12,1
702186,Cedric Levy,8433.87,2010-07-09 03:12:49,0
702187,Kelsie Garner,1973.12,2018-03-23 12:52:06,1
702188,Amos Brock,6391.12,2017-08-12 21:07:16,1
702189,Odette Cardenas,1951.60,2010-10-31 15:17:38,1
702190,Kadeem Pearson,6607.75,2011-12-28 03:19:49,0
702191,Garth Richard,7501.40,2015-09-04 15:37:45,1
702192,Brenden Hunt,5050.83,2013-09-04 00:53:21,0
702193,Nero Curry,6988.71,2015-06-04 10:11:59,1
702194,September James,1015.42,2012-08-01 13:55:04,0
702195,William Golden,3379.29,2014-05-31 18:10:47,1
702196,Risa Davenport,288.96,2016-05-20 05:06:23,0
702197,Kasimir Kirk,9151.16,2012-01-06 10:01:06,1
702198,Ocean Hinton,7307.72,2016-08-10 10:47:43,0
702199,Aladdin Pena,1601.67,2018-03-22 11:30:52,1
702200,Yen Dunlap,7345.32,2013-12-09 12:48:07,0
702201,Lillith Nicholson,7485.61,2013-10-13 19:26:12,0
702202,Slade Bradshaw,791.01,2016-04-27 08:18:44,1
702203,Kenneth Beach,5585.12,2012-08-28 21:34:39,0
702204,Nicholas Slater,1457.92,2015-01-15 07:53:27,0
702205,Marny Spears,1237.57,2010-12-06 01:15:55,1
702206,Neil Martin,679.56,2016-02-27 11:19:59,0
702207,Cheryl Rasmussen,4831.81,2012-12-01 06:58:35,1
702208,Jordan Schneider,7342.13,2014-03-11 07:34:38,1
702209,TaShya Smith,9438.76,2016-09-04 20:55:54,1
702210,Moses Snyder,4867.91,2017-02-05 09:54:28,1
702211,Xantha Keller,9947.00,2011-06-09 02:31:14,0
702212,Iris Powell,425.45,2018-01-05 12:36:23,0
702213,Angelica Mason,9218.58,2015-09-13 13:54:33,1
702214,Amery Watkins,3630.75,2010-07-16 08:56:43,1
702215,Caesar Dalton,5305.03,2017-12-07 07:21:41,0
702216,Macey Sweet,2031.07,2013-11-17 00:04:22,1
702217,Herrod Jones,9543.43,2018-03-19 03:50:09,0
702218,Hadley Williamson,1315.37,2016-05-19 04:15:18,0
702219,Kenneth King,3735.92,2012-05-09 22:15:43,1
702220,Stone Schroeder,4302.17,2016-12-07 15:42:47,1
702221,Hedwig Day,2768.49,2016-02-16 11:46:26,0
702222,Ivor Gardner,5942.44,2016-06-16 00:23:11,0
702223,Magee Cobb,639.68,2012-12-14 02:16:05,0
702224,Lila Hatfield,6639.61,2018-03-28 08:01:30,0
702225,Lydia Flynn,2842.29,2017-01-06 18:01:15,1
702226,Conan Mclaughlin,6028.97,2010-06-11 03:01:29,0
702227,Aretha Holcomb,4858.45,2015-12-25 01:50:40,1
702228,Inez Williamson,3826.22,2010-06-16 01:22:48,0
702229,Tallulah Carroll,9040.62,2014-12-21 11:49:46,0
702230,Raymond Cummings,9212.68,2010-08-07 06:29:55,0
702231,Cally Boyle,3284.27,2013-07-21 00:19:29,1
702232,Kaye Walton,3286.74,2011-09-09 00:28:22,1
702233,Jonas Garcia,2943.98,2017-11-01 11:59:38,0
702234,Edward Reid,3099.26,2012-07-23 20:14:17,0
702235,Lacey Ayers,2731.06,2012-07-08 14:57:49,1
702236,Hasad Willis,1224.87,2011-02-08 06:09:15,1
702237,Mia Sanders,3607.16,2017-02-03 04:45:59,1
702238,Francis Bernard,3031.40,2014-03-18 19:58:31,0
702239,Malcolm Cooper,830.94,2014-09-17 23:28:54,1
702240,Keefe Wolfe,4980.24,2012-09-02 04:57:45,0
702241,Urielle Craig,5533.28,2017-07-12 23:30:03,1
702242,Chloe Douglas,8341.25,2015-05-29 22:43:41,0
702243,Zoe Casey,6399.61,2013-02-16 18:43:36,0
702244,Clark Moss,2360.68,2011-03-20 23:44:30,0
702245,Desirae Deleon,7568.67,2013-05-08 17:37:07,0
702246,Summer Nunez,5273.14,2011-09-09 21:54:11,0
702247,Carl Bowers,1427.22,2010-09-18 04:31:38,1
702248,Lysandra Travis,7807.57,2015-12-16 17:14:57,1
702249,Bevis Terrell,5106.65,2010-09-17 00:28:17,1
702250,Odette Rios,5417.27,2010-12-30 05:31:42,0
702251,Orla Sheppard,1371.93,2016-08-21 13:45:04,0
702252,Dolan Townsend,8814.34,2013-11-10 21:31:21,0
702253,Jason Holmes,5308.98,2011-09-04 16:52:05,1
702254,Georgia Ramos,3675.01,2011-10-26 07:32:40,1
702255,Xanthus Case,8733.73,2010-12-19 23:40:40,0
702256,Wendy Berger,6259.23,2011-04-09 18:28:18,0
702257,Kuame Johnson,3695.53,2015-10-06 23:45:01,0
702258,Francis Eaton,668.32,2014-05-03 09:05:27,1
702259,Lani Reed,9981.46,2011-10-01 22:13:13,0
702260,Rae Moore,2692.48,2014-11-27 11:04:04,1
702261,Arden Kane,5462.49,2017-06-02 18:54:13,1
702262,Keith Aguirre,7959.45,2014-02-10 17:50:04,0
702263,Chaim Vance,2001.49,2013-10-15 10:20:09,0
702264,Donovan Hudson,8575.02,2012-02-11 14:06:51,0
702265,Brooke Duffy,4415.56,2017-06-13 17:47:48,0
702266,Carlos Richmond,3206.52,2012-03-11 15:07:22,1
702267,Chandler Meyers,9410.20,2018-02-11 23:46:48,1
702268,Mary Schmidt,6688.71,2011-11-11 09:44:59,0
702269,Veronica Norman,4524.09,2011-12-05 15:11:22,0
702270,Wyoming Greene,5424.90,2014-04-03 06:42:29,0
702271,Xanthus Hebert,1444.39,2016-09-06 07:39:29,0
702272,Oscar Acevedo,5333.54,2017-11-07 19:26:31,0
702273,Sonia Good,6364.74,2012-01-24 18:51:29,0
702274,Sydney Blake,4296.07,2010-12-24 07:53:33,1
702275,Aubrey Reyes,1386.07,2017-12-07 01:27:43,1
702276,Rachel Curry,2297.79,2016-11-11 01:29:30,0
702277,Andrew Rich,6685.88,2013-07-31 00:16:56,1
702278,Mary Guzman,5522.86,2016-02-11 06:06:41,0
702279,Lani Wilder,7364.70,2011-03-13 19:20:24,1
702280,Damon Christian,7236.28,2010-05-30 07:20:01,1
702281,Brynne Oliver,9674.10,2017-12-31 20:53:00,1
702282,Theodore Ewing,4310.81,2013-11-28 09:55:55,1
702283,Felicia Graham,7034.78,2014-03-31 03:19:05,1
702284,Jack Austin,4671.64,2015-11-23 13:46:57,0
702285,Aladdin Tucker,3580.95,2010-11-22 06:18:37,0
702286,Sopoline Wade,167.55,2016-11-09 13:56:03,1
702287,Duncan Dyer,6856.99,2011-04-18 19:42:31,1
702288,Rudyard Mays,5609.05,2018-01-28 04:03:45,0
702289,Aspen Mendez,6616.31,2012-06-13 00:46:00,0
702290,Xerxes Walter,2052.10,2013-09-10 23:44:45,0
702291,Anthony Nash,1942.14,2015-11-10 09:26:39,0
702292,Seth Mercado,6560.42,2017-12-06 21:57:45,1
702293,Lois Douglas,3680.25,2018-01-25 21:04:48,1
702294,Ira Cox,1716.80,2015-06-17 21:24:07,1
702295,Christine Jacobs,4932.49,2014-04-21 02:08:49,1
702296,Joelle Irwin,2067.19,2012-10-25 23:36:10,1
702297,Barclay Guthrie,1855.76,2013-07-29 10:31:52,0
702298,Jordan Whitfield,1933.83,2016-11-24 12:41:41,0
702299,Wyoming Everett,2377.53,2017-01-24 22:22:54,1
702300,Maile Parker,6648.91,2011-08-16 10:34:52,0
702301,Dillon Wolf,3903.62,2015-01-16 23:05:41,1
702302,Elaine Humphrey,6178.41,2017-11-18 15:32:10,1
702303,Thane Jones,99.32,2015-06-01 01:46:01,1
702304,Geoffrey Michael,5179.72,2016-09-13 20:16:25,0
702305,Kirby Ryan,108.40,2014-11-09 14:00:54,0
702306,Kermit Campbell,8416.95,2012-12-27 09:03:51,0
702307,Kai Mccarty,5023.78,2013-08-29 06:43:52,1
702308,Hilary Herrera,3002.49,2012-09-10 08:47:53,1
702309,Kirk Woodard,8810.64,2015-12-23 00:15:44,0
702310,Tanya Donovan,3391.32,2015-07-31 11:24:05,1
702311,Lee Pitts,1369.32,2014-06-15 11:59:48,1
702312,Ginger Oneal,8009.65,2014-06-20 00:57:44,0
702313,Hiroko Potter,5336.30,2017-12-11 10:52:32,0
702314,Luke Nixon,9750.95,2015-08-24 12:02:59,0
702315,Kirsten Horton,72.50,2016-06-18 11:36:14,1
702316,Cassidy Mcguire,6412.43,2015-12-25 10:20:07,1
702317,Thane Fernandez,5053.00,2014-06-13 06:55:29,0
702318,Ali Weaver,9162.04,2013-01-21 17:21:43,0
702319,Brandon Langley,3785.89,2015-07-20 22:12:54,1
702320,Cullen Cardenas,9156.13,2011-06-18 21:11:48,0
702321,Silas Bird,4252.00,2012-03-12 05:29:04,1
702322,Zachery Roman,3574.21,2015-09-11 14:19:24,0
702323,Knox Chapman,3063.97,2016-06-17 04:24:30,0
702324,Driscoll Rutledge,1341.60,2012-01-29 18:52:34,1
702325,Yetta Swanson,1806.34,2012-01-25 08:54:57,0
702326,Kaye Crosby,6962.96,2014-12-07 09:19:15,1
702327,Jackson Oneal,299.77,2014-06-16 09:24:19,1
702328,Denise George,3590.86,2012-05-15 21:30:20,1
702329,Karen Lang,7073.71,2015-01-23 11:33:08,0
702330,Ryder Shaw,4090.24,2013-01-18 23:45:04,0
702331,Cedric Carlson,9045.17,2017-06-11 12:05:28,0
702332,Vivien Justice,6688.15,2011-07-09 22:55:37,1
702333,Victor Bruce,7170.11,2012-12-21 02:04:24,1
702334,Nadine Bender,2839.70,2014-09-29 17:41:47,0
702335,Alice Olsen,9293.21,2016-01-29 09:22:18,0
702336,Jared Gray,7415.50,2018-03-30 06:47:17,0
702337,Cody Bartlett,7835.39,2011-05-06 14:40:45,0
702338,Alfonso Velasquez,5789.97,2016-09-24 13:49:17,0
702339,Ria Hill,8372.97,2011-01-13 07:53:50,1
702340,Tarik Nieves,7377.37,2011-08-07 17:19:10,0
702341,Orla Griffin,6674.80,2012-04-16 19:07:40,1
702342,Wayne Hayes,601.14,2013-04-21 11:56:43,1
702343,Kadeem Turner,9229.00,2014-03-26 10:14:58,1
702344,Stacey Jackson,6468.10,2014-09-15 04:33:09,1
702345,Kaden Langley,68.78,2014-05-17 05:30:03,0
702346,Josephine Holt,2802.24,2013-02-17 05:38:33,0
702347,Clinton Schwartz,477.63,2012-10-13 15:30:09,1
702348,Denton Walton,3494.17,2017-02-04 11:04:38,0
702349,Signe Carlson,8241.40,2014-02-06 01:20:58,1
702350,Dane Huff,8811.25,2017-12-01 07:52:27,1
702351,Ferdinand Henderson,43.71,2011-09-23 23:10:32,0
702352,David Schroeder,5588.61,2017-08-10 04:24:37,1
702353,Ulysses Morton,1221.14,2015-10-17 03:36:46,1
702354,Zia Sellers,7330.50,2010-09-23 07:53:03,1
702355,Colette Finch,6061.65,2012-03-06 23:57:57,1
702356,Leilani Lewis,763.46,2014-08-25 19:49:08,1
702357,Suki Sherman,1099.28,2015-08-10 06:56:35,1
702358,Shea Mercado,5767.32,2015-03-25 04:29:22,1
702359,Kuame Downs,5946.02,2016-06-24 13:11:07,0
702360,Harper Wynn,4297.35,2016-12-28 23:13:30,0
702361,Aurelia Hansen,6468.55,2014-05-03 08:43:20,0
702362,Zachary Olson,3809.04,2014-08-03 13:16:40,0
702363,Macaulay Delgado,7932.44,2011-06-02 01:38:00,0
702364,Irene Mckenzie,6591.63,2017-10-26 22:36:07,0
702365,Lionel Brennan,3139.19,2017-03-23 18:18:59,1
702366,Daryl Cotton,2748.47,2014-06-14 14:24:44,1
702367,Todd Cohen,5077.19,2010-07-31 01:06:14,1
702368,Kiayada Mullins,1623.58,2012-08-26 03:04:57,1
702369,Debra Cabrera,7543.58,2016-01-30 07:41:16,1
702370,Adria Byers,8430.11,2016-09-14 17:18:25,1
702371,Oliver Wilcox,1061.59,2015-07-26 14:34:27,0
702372,Jorden Casey,2745.58,2013-11-02 17:13:28,0
702373,Jin Terrell,2603.10,2010-09-09 11:23:58,1
702374,Colt Delacruz,1173.34,2013-10-16 18:30:33,1
702375,Rudyard Zamora,5769.88,2012-10-08 06:28:23,0
702376,Daquan Mcclain,2067.73,2012-05-11 16:11:55,1
702377,Yvonne Frazier,4134.37,2013-06-21 10:08:58,0
702378,Galvin Madden,5005.68,2011-04-27 09:30:42,0
702379,Hollee Thornton,5871.90,2016-05-16 23:45:39,0
702380,Alma Gill,3992.71,2014-12-08 14:40:05,1
702381,Angela Murray,2242.92,2013-10-11 06:07:52,0
702382,Kaitlin Hudson,3430.32,2011-05-03 18:29:43,1
702383,Yvonne Bailey,3069.16,2016-08-01 08:13:09,1
702384,Joelle Wilkerson,5934.20,2013-08-02 09:42:07,0
702385,Zachery Pierce,3510.41,2017-03-18 21:53:17,0
702386,Kyle Cash,7811.53,2012-10-12 12:07:15,0
702387,Kareem Meadows,9489.28,2015-10-17 15:29:16,1
702388,Vera Romero,8696.23,2014-12-04 04:13:19,1
702389,Yasir Knox,4069.35,2011-08-09 02:03:09,1
702390,Graiden Diaz,1033.66,2014-02-21 02:40:07,0
702391,Brian Melton,2197.47,2015-09-26 12:10:42,0
702392,Branden Martin,193.84,2014-01-18 18:59:42,1
702393,Ulla Serrano,8578.56,2015-02-27 21:51:02,0
702394,Erich Briggs,6709.36,2016-02-20 05:01:40,1
702395,Timothy Mcbride,1141.99,2010-08-29 23:41:12,0
702396,Palmer Webb,9969.79,2013-08-21 12:15:58,1
702397,Bernard Albert,3466.08,2010-06-24 11:26:46,1
702398,Donovan Mullen,412.99,2016-02-24 00:01:32,1
702399,Lee Barber,7666.44,2013-10-19 16:56:24,1
702400,Demetria Hardy,1863.92,2016-07-05 05:45:36,1
702401,Sheila Beard,5776.52,2017-02-16 22:36:10,1
702402,Alisa Blackwell,4703.94,2018-02-03 09:27:18,1
702403,Logan Mcdonald,5577.43,2013-09-23 08:34:34,0
702404,Addison Bright,1017.52,2017-11-23 23:29:28,0
702405,Murphy Terrell,8421.94,2015-02-18 09:35:27,0
702406,Autumn Aguirre,7058.53,2015-08-26 14:12:03,1
702407,Dennis Howell,8316.42,2017-12-04 12:35:27,1
702408,Natalie Massey,2717.28,2010-09-05 12:27:03,1
702409,Xandra Riggs,4629.51,2010-06-13 06:29:30,1
702410,Hayes Snow,7893.90,2011-11-22 18:22:30,1
702411,Cecilia Mcleod,4314.09,2017-11-21 15:08:57,1
702412,Calista Ramsey,243.52,2011-10-03 12:14:20,1
702413,Jillian Kramer,1038.67,2016-07-27 06:04:46,0
702414,Calista Stanton,155.68,2011-12-10 17:13:01,1
702415,Marsden Dale,9127.98,2013-05-06 20:34:03,0
702416,Kadeem Tate,3924.81,2011-06-17 02:33:23,1
702417,Amber Kemp,3816.90,2013-01-29 11:24:38,0
702418,Abdul Washington,4516.01,2015-04-29 00:21:42,0
702419,Sybill Delgado,6761.08,2013-08-19 13:32:52,0
702420,Francesca Munoz,9282.55,2010-07-05 18:43:17,0
702421,Wanda Hawkins,8301.12,2018-01-10 00:11:35,0
702422,Lois Guzman,8569.98,2010-08-04 11:49:36,1
702423,Reagan Fields,4639.60,2014-12-18 11:59:21,0
702424,Palmer Whitaker,4474.76,2018-04-18 23:18:45,0
702425,Stone York,4791.33,2016-07-19 15:42:42,1
702426,Samson Oconnor,2742.43,2016-08-30 13:11:01,1
702427,Branden Levy,1967.61,2016-11-18 19:40:24,1
702428,Rogan Goodman,5897.59,2011-04-05 21:18:26,1
702429,Quinlan Ellison,8216.11,2010-08-22 07:31:28,1
702430,Mary Stafford,2985.34,2013-05-01 19:52:15,0
702431,Sonya Bell,6543.97,2015-08-31 20:16:01,0
702432,Hasad Brewer,4541.68,2016-03-08 00:07:51,1
702433,Quinlan Mcfarland,9028.53,2011-10-04 11:08:15,1
702434,September Meyers,7921.57,2012-12-21 06:22:51,0
702435,Frances Nunez,1820.94,2012-03-31 16:13:59,1
702436,Mariam Mcgowan,863.56,2016-07-13 15:15:51,0
702437,Tad Bradley,8796.20,2010-12-22 12:28:28,1
702438,Anthony Leonard,5649.29,2015-12-08 00:11:28,0
702439,Charity George,2800.08,2015-08-01 09:58:11,1
702440,Jared Spence,6990.18,2012-03-06 18:56:04,1
702441,Quintessa Peters,2309.28,2015-10-10 11:32:28,1
702442,Erasmus Carney,2153.99,2017-07-04 11:40:36,0
702443,Althea Snider,9252.36,2015-09-18 15:23:55,0
702444,Joseph Goodwin,3093.52,2018-03-30 15:05:12,0
